Date,Post ID,Network,Post Type,Content Type,Profile,Link,Post,Linked Content,Impressions,Engagements,Engagement Rate (per Impression),Organic Impressions,Potential Reach,Reactions,Likes,Comments,Shares,Post Link Clicks,Other Post Clicks,Post Clicks (All),Other Engagements,Video Views
9/28/2022 8:36 PM,1575192789641576449,Twitter,@Reply,Text,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1575192789641576449,"@Comfort_Herslf Hi Mo,

Our course doesn't require any previous IT or data experience.

Let us know if there is anything else we can help you with.",,62,0,0%,62,,0,0,0,0,,0,0,0,
9/29/2022 11:20 AM,1575415093273174017,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1575415093273174017,"Don’t worry about tuition. We’ve got you covered 🧑‍🎓

There are five payment options for our data science and data engineering courses.

Follow the link below to see which option works for you.

https://t.co/VluIvS544b

#ExploreAIAcademy #DataScience #DataEngineering https://t.co/OOgj5lL69j","https://bit.ly/3mtMKEp, https://twitter.com/explore_ai_acad/status/1575415093273174017/photo/1, https://twitter.com/explore_ai_acad/status/1575415093273174017/photo/1, https://twitter.com/explore_ai_acad/status/1575415093273174017/photo/1",240,30,12.50%,240,"12,623",3,3,0,1,3,23,26,0,
10/4/2022 4:08 PM,1577299512233697280,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1577299512233697280,"We love hearing from our Explorers 🧑‍🚀

Congratulations, Samuel, and all the best for your exciting career ahead!

#ExploreAIAcademy #DataScience #DataEngineering #ExploreGraduate https://t.co/kCH504EVfK",https://twitter.com/explore_ai_acad/status/1577299512233697280/photo/1,156,8,5.13%,156,"1,459",2,2,0,0,,6,6,0,
10/5/2022 2:00 PM,1577629759328161798,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1577629759328161798,"Calling all creatives! 🎨

Have you considered a career in tech? 

#ExploreAIAcademy
 #DataScience
 #TechMyths https://t.co/2LhvVYr7Bt",https://twitter.com/explore_ai_acad/status/1577629759328161798/photo/1,165,6,3.64%,165,"1,459",3,3,0,0,,3,3,0,
10/11/2022 11:13 AM,1579761979706683392,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1579761979706683392,"A big ‘kudos’ to Strava for using their large dataset to make travelling safer and more accessible for runners, pedestrians, and cyclists! 🏃

#ExploreAIAcademy #DataScience #DataDaily #Strava #DataDaily https://t.co/SwLn9oVAjN",https://twitter.com/explore_ai_acad/status/1579761979706683392/photo/1,212,3,1.42%,212,"1,462",2,2,0,0,,1,1,0,
10/12/2022 1:38 PM,1580160858302296064,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1580160858302296064,"Meet Luka! 🧑‍🚀

With his master's in statistics and data science, specialising in extreme value theory and machine learning, our students are learning from the best!

Do you have any questions for him? Leave them in the comments below. 💬

#ExploreAIAcademy #DataScience https://t.co/SlbkVnWnUF",https://twitter.com/explore_ai_acad/status/1580160858302296064/photo/1,259,22,8.49%,259,"1,865",4,4,0,1,,17,17,0,
10/12/2022 1:50 PM,1580163880730316801,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1580163880730316801,"Meet Luka! 🧑‍🚀

With his master's in statistics and data science, specialising in extreme value theory and machine learning, our students are learning from the best!

Do you have any questions for him? Leave them in the comments below. 💬

#ExploreAIAcademy #DataScience https://t.co/igYhdentJF",https://twitter.com/explore_ai_acad/status/1580163880730316801/photo/1,33,1,3.03%,33,"1,480",1,1,0,0,,0,0,0,
10/14/2022 12:21 PM,1580866258651996162,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1580866258651996162,"Study now, pay when you’re hired! 🧑‍🎓

Our ISA allows students to study data science or data engineering without any upfront costs.

Follow the link below for more information

https://t.co/4eO47qJRgO

#ExploreAIAcademy #DataScience #DataEngineering https://t.co/56fTjsO5Q6","https://bit.ly/3MpXZKk, https://twitter.com/explore_ai_acad/status/1580866258651996162/photo/1, https://twitter.com/explore_ai_acad/status/1580866258651996162/photo/1",129,5,3.88%,129,"1,467",1,1,0,0,1,3,4,0,
10/18/2022 10:58 AM,1582294920181579777,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1582294920181579777,"Let’s talk data visualisation 📊

Data visualisation helps us present large sets of data and makes identifying trends much easier!

Which data visualisation tools do you use?

#ExploreAIAcademy #DataScience #DataEngineering #DataVisualisation https://t.co/kPSIRG60sn",https://twitter.com/explore_ai_acad/status/1582294920181579777/photo/1,231,6,2.60%,231,"2,061",3,3,0,2,,1,1,0,
10/20/2022 11:42 AM,1583030768481480704,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1583030768481480704,"Study data science or data engineering in your own time 🕐

Are you busy? Great. 
Study part-time at 15 hrs/week for 12 months.

Not busy? Study 50 hrs/week for 8 months*.

Click here to apply.

https://t.co/VluIvS5BTJ

#ExploreAIAcademy #DataScience #DataEngineering #StudyOnline https://t.co/R6Avl1OTyG","https://bit.ly/3mtMKEp, https://twitter.com/explore_ai_acad/status/1583030768481480704/photo/1",187,10,5.35%,187,"1,954",3,3,0,2,2,3,5,0,
10/21/2022 12:45 PM,1583409013664149505,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1583409013664149505,"We love hearing from our Explorers! 🧑‍🚀

Get out there and make an impact, Olasunkanmi.

#ExploreAIAcademy #DataScience #DataEngineering #ExploreGraduate https://t.co/Fd0PJk4mKZ",https://twitter.com/explore_ai_acad/status/1583409013664149505/photo/1,178,16,8.99%,178,"1,467",3,3,1,0,,12,12,0,
10/25/2022 11:13 AM,1584835410630508549,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1584835410630508549,"From retail store assistant to BI developer 🧑‍💻

Kone completed our data science course without any prior tech experience and is currently working as a BI developer.

Click the link below to apply.

https://t.co/VluIvS544b

#ExploreAIAcademy #DataScience #DataEngineering https://t.co/dhPv1pJwix","https://bit.ly/3mtMKEp, https://twitter.com/explore_ai_acad/status/1584835410630508549/photo/1",274,23,8.39%,274,"2,196",3,3,0,2,7,11,18,0,
10/26/2022 11:09 AM,1585196956305031169,Twitter,@Reply,Text,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1585196956305031169,"@MahlatsiMakhub3 Hi Mahlatsi, 

We will be starting the application review and selection process after admissions close. 

Students can expect feedback before the end of December.",,12,0,0%,12,,0,0,0,0,,0,0,0,
10/26/2022 11:10 AM,1585197052367175680,Twitter,@Reply,Text,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1585197052367175680,"@MahlatsiMakhub3 Hi Mahlatsi, 

We will be starting the application review and selection process after admissions close. 

Students can expect feedback before the end of December.",,23,3,13.04%,23,,0,0,2,0,,1,1,0,
10/26/2022 1:58 PM,1585239341055492098,Twitter,Tweet,Video,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1585239341055492098,"Let's talk batch data! 💻

Batch data refers to a set of data records collected over a defined time period, or a defined number of records collected over any time period.

#ExploreAIAcademy #DataScience #DataEngineering #BigData #BatchData https://t.co/UMnAtQQIrt",https://twitter.com/explore_ai_acad/status/1585239341055492098/video/1,163,6,3.68%,163,"1,471",3,3,0,0,,3,3,0,39
10/28/2022 12:36 PM,1585943462553309184,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1585943462553309184,"Data science in healthcare! 🧑‍⚕️

Did you know that data science can be used to reduce common errors in healthcare?

#ExploreAIAcademy #DataScience #DataEngineering
#Healthcare https://t.co/tDviy9N8vr",https://twitter.com/explore_ai_acad/status/1585943462553309184/photo/1,208,8,3.85%,208,"1,471",2,2,0,0,,6,6,0,
11/2/2022 1:55 PM,1587775286732537859,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1587775286732537859,"Time to take that big step ⏰

Applications for our data science and data engineering courses are closing soon.

Click the link below to apply.

https://t.co/VluIvS544b

#ExploreAIAcademy #DataScience #DataEngineering #StudyOnline https://t.co/INEKk0GqXX","https://bit.ly/3mtMKEp, https://twitter.com/explore_ai_acad/status/1587775286732537859/photo/1",159,4,2.52%,159,"1,473",1,1,0,0,1,2,3,0,
11/4/2022 10:19 AM,1588445696511746048,Twitter,Tweet,Link,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1588445696511746048,"Learn from our best 🧑‍💻

Account principal Nevarr explains his tips and tricks for communicating with purpose when presenting to senior clients and executives.

https://t.co/OLDxHgc1AK
#ExploreAIAcademy #ExploreAI #Masterclass
#ProfessionalDevelopment
#SoftSkills
#Communication",https://bit.ly/3sHNARl,92,0,0%,92,"1,474",0,0,0,0,0,0,0,0,
11/7/2022 5:09 PM,1589636072312655879,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1589636072312655879,"Ready for your next adventure? ⏰

Applications for our 2023 data science and data engineering courses close in 2 days.

Follow the link to apply now!

https://t.co/VluIvS544b

#ExploreAIAcademy #DataScience #DataEngineering https://t.co/4mFC2yQvso","https://bit.ly/3mtMKEp, https://twitter.com/explore_ai_acad/status/1589636072312655879/photo/1",187,18,9.63%,187,"2,872",3,3,1,1,3,10,13,0,
11/8/2022 12:56 PM,1589934761119735808,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1589934761119735808,"What are you waiting for?  💻

Start a career in tech in less than a year. Study data science or data engineering.

Follow the link to apply.

https://t.co/VluIvS544b

#ExploreAIAcademy #DataScientist #DataEngineer
#TechMyths #CareerChanger  #TechTalent 
#TechCareer https://t.co/q2wnJU4yhk","https://bit.ly/3mtMKEp, https://twitter.com/explore_ai_acad/status/1589934761119735808/photo/1",339,27,7.96%,339,"1,594",7,7,0,2,4,14,18,0,
11/9/2022 3:30 PM,1590335920099643392,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1590335920099643392,"Ever wondered what the machine learning buzz is about? 🤔

Machine learning (ML) describes how a software application learns patterns and relationships from data and uses them to make predictions. All without human intervention!

#ExploreAIAcademy #DataScience #MachineLearning https://t.co/LiV1QJLArq",https://twitter.com/explore_ai_acad/status/1590335920099643392/photo/1,225,21,9.33%,225,"2,626",2,2,0,2,,17,17,0,
11/10/2022 1:16 PM,1590664591083814912,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1590664591083814912,"Good news ⏰

Applications for our 2023 data science and data engineering courses have been extended and will close on the 18th of November 2022.

Follow the link to apply now!

https://t.co/VluIvS544b

#ExploreAIAcademy #DataScience #DataEngineering 
#ApplicationsOpen https://t.co/mJVeIZHbgG","https://bit.ly/3mtMKEp, https://twitter.com/explore_ai_acad/status/1590664591083814912/photo/1",172,14,8.14%,172,"1,564",3,3,0,2,2,7,9,0,
11/11/2022 8:57 AM,1590961843668860928,Twitter,@Reply,Text,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1590961843668860928,"@Conallo3 Hi Conallo,

Great news! Applications have been extended and will close on the 18th of November 2022.",,22,1,4.55%,22,,0,0,1,0,,0,0,0,
11/11/2022 12:10 PM,1591010368704303104,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1591010368704303104,"We love hearing from our Explorers 🧑‍🚀

We are happy that you always chose growth, Gabriel.

#ExploreAIAcademy #DataScience #DataEngineering #ExploreGraduate https://t.co/Xy2ixIfpHO",https://twitter.com/explore_ai_acad/status/1591010368704303104/photo/1,237,28,11.81%,237,"1,491",5,5,1,1,,21,21,0,
11/14/2022 12:42 PM,1592105794094436353,Twitter,@Reply,Text,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1592105794094436353,"@mphoee19 Hi Mpho,

Please contact our admissions team via admissions@explore.ai and they will happily assist you.",,25,3,12%,25,,0,0,1,0,1,1,2,0,
11/14/2022 3:10 PM,1592142832256573441,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1592142832256573441,"Meet Nolwazi! 🧑‍🚀

Nolwazi holds a master's degree in Pure Mathematics and a postgraduate diploma in machine learning, making her a great asset to our Academy!

Do you have any questions for her? Leave them in the comments below 💬

#ExploreAIAcademy #DataScience #DataEngineer https://t.co/aYAB6Bwi0T",https://twitter.com/explore_ai_acad/status/1592142832256573441/photo/1,349,37,10.60%,349,"12,065",7,7,0,2,,28,28,0,
11/15/2022 1:15 PM,1592476278476644355,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1592476278476644355,"Uber uses driver and user data to keep rides safe and affordable 🚕

#ExploreAIAcademy
#DataScience
#DataDaily #Uber https://t.co/LmvKoecx4a",https://twitter.com/explore_ai_acad/status/1592476278476644355/photo/1,169,2,1.18%,169,"1,479",1,1,0,0,,1,1,0,
11/16/2022 3:30 PM,1592872659360141315,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1592872659360141315,"Getting paid to study? 🤔 Yes, please.

Apply for our Data Engineering Scholarship and receive a monthly stipend while studying.

Hurry up, applications close at midnight on Friday 18 November.

https://t.co/TU3bLCteEv

#ExploreAIAcademy #DataEngineering #Scholarship https://t.co/mUElmi9Yhk","https://bit.ly/3mN75EP, https://twitter.com/explore_ai_acad/status/1592872659360141315/photo/1",204,37,18.14%,204,"2,611",1,1,1,2,21,12,33,0,
11/17/2022 1:21 PM,1593202561317834754,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1593202561317834754,"From working in sales to junior data scientist 🚀 

Hard work pays off.
Congratulations on your exciting new career, Thembinkosi.

#ExploreAIAcademy #DataScience #DataEngineering
#CareerChange https://t.co/P5kBsDq55t",https://twitter.com/explore_ai_acad/status/1593202561317834754/photo/1,253,18,7.11%,253,"7,521",7,7,0,1,,10,10,0,
11/18/2022 1:25 PM,1593565957498306562,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1593565957498306562,"We love hearing from our Explorers! 🧑‍🚀

We’re happy to be part of your story, Adeh.

#ExploreAIAcademy #DataScience #DataEngineering #ExploreGraduate https://t.co/sC8tsJD7Hh",https://twitter.com/explore_ai_acad/status/1593565957498306562/photo/1,187,16,8.56%,187,"1,482",3,3,0,0,,13,13,0,
11/22/2022 12:58 PM,1595008713110216704,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1595008713110216704,"Data science in music! 🎧

Thanks to data science, artists and music producers can expose their music to more people who are likely to enjoy it.

#ExploreAIAcademy #DataScience #DataEngineering
#Music https://t.co/C67euQ4mWd",https://twitter.com/explore_ai_acad/status/1595008713110216704/photo/1,293,27,9.22%,293,"1,564",8,8,2,1,,16,16,0,
11/23/2022 3:26 PM,1595408347360002048,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1595408347360002048,"A career in tech doesn’t limit your options, it expands your opportunities 💪

#ExploreAIAcademy
#DataScience
#TechMyths https://t.co/Brp1UCfrbk",https://twitter.com/explore_ai_acad/status/1595408347360002048/photo/1,207,3,1.45%,207,"1,488",3,3,0,0,,0,0,0,
11/24/2022 10:00 AM,1595688764164411392,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1595688764164411392,"Congratulations to these ExplorerAI Academy alumni on their outstanding results achieved at BRICS Future Skills Challenge 2022, where 15 South African students received medals 🚀

More here:
https://t.co/bQV4G8OcPQ

#ExploreAIAcademy #BRICS #DataScience https://t.co/Y822ifpp9E","https://bit.ly/3TVZy4J, https://twitter.com/explore_ai_acad/status/1595688764164411392/photo/1, https://twitter.com/explore_ai_acad/status/1595688764164411392/photo/1, https://twitter.com/explore_ai_acad/status/1595688764164411392/photo/1",334,71,21.26%,334,"2,239",7,7,0,1,4,59,63,0,
11/28/2022 5:20 PM,1597248986951262208,Twitter,Tweet,Video,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1597248986951262208,"Let's talk streaming data 💻

Streaming data refers to any type of data that is produced continuously, in real time. It's used in a variety of ways, from processing video and audio to monitoring sensors and other devices.

#ExploreAIAcademy #TechSkills
#BigData
#DataAnalystics https://t.co/C4v11PEqR9",https://twitter.com/explore_ai_acad/status/1597248986951262208/video/1,210,12,5.71%,210,"2,240",5,5,0,1,,6,6,0,46
11/29/2022 1:17 PM,1597550208841302016,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1597550208841302016,"Ever heard about how education changes lives? 🎓 

We’re giving away bursaries to three lucky winners. The competition opens on Wed 30th November. Keep your eyes peeled! https://t.co/nNNwxX6wOf",https://twitter.com/explore_ai_acad/status/1597550208841302016/photo/1,365,55,15.07%,365,"1,503",13,13,2,1,,39,39,0,
11/30/2022 3:27 PM,1597945314169819136,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1597945314169819136,"Win a course in data science or data engineering worth R70,000!

To enter, use the form at this link. Complete the various actions to gain more entries. The winners will be the three people with the most entries when the competition closes 🏆

https://t.co/nFnmLevtOw https://t.co/eDQyMn3lWB","https://bit.ly/3OLnpmW, https://twitter.com/explore_ai_acad/status/1597945314169819136/photo/1","1,310",123,9.39%,"1,310","5,208",20,20,4,4,64,31,95,0,1
12/1/2022 12:56 PM,1598269701813141505,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1598269701813141505,"We love hearing from our Explorers! 🧑‍🚀

All the best in your future endeavours, Okon.

#ExploreAIAcademy #DataScience #DataEngineering #ExploreGraduate https://t.co/wb6rkTW4td",https://twitter.com/explore_ai_acad/status/1598269701813141505/photo/1,183,2,1.09%,183,"1,532",1,1,0,0,,1,1,0,
12/6/2022 12:50 PM,1600080109133864962,Twitter,Tweet,Link,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1600080109133864962,"Inspiring Explorers 🚀

#Throwback to one of our favourite #ChooseGrowth sessions with ExploreAI data scientist, Jonathan Gerrand.

Follow the link below to learn about machine learning in healthcare.

https://t.co/cB0Y84RwTc

#ExploreAIAcademy
#Healthcare
#MachineLearning",https://bit.ly/3UG0XNu,196,12,6.12%,196,"2,000",1,1,0,1,1,9,10,0,
12/7/2022 3:12 PM,1600478254397329409,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1600478254397329409,"Ready for that dream job? 💼 

Our Career Services programme helps graduates to land their dream job. We help with CV preparation, writing a good cover letter, and creating a unique portfolio.

#ExploreAIAcademy #DataScientist #DataEngineer #CareerServices #TechJob https://t.co/fTKiHKNhhW",https://twitter.com/explore_ai_acad/status/1600478254397329409/photo/1,250,10,4%,250,"1,603",3,3,0,0,,7,7,0,
12/8/2022 12:23 PM,1600798110090989568,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1600798110090989568,"Don’t let tuition hold you back 🧑‍🎓

Time to start that career in tech!

Follow the link below to get started
https://t.co/CEkHeWWu6n

#ExploreAIAcademy
#DataScientist
#DataEngineer
#TechMyths
#StudyOnline https://t.co/JoadJiFhH4","https://bit.ly/3VUdVrP, https://twitter.com/explore_ai_acad/status/1600798110090989568/photo/1",214,13,6.07%,214,"1,616",2,2,1,0,6,4,10,0,
12/8/2022 1:09 PM,1600809893623103497,Twitter,@Reply,Text,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1600809893623103497,"@FPL_Snoop Hi Phelelani,

You can still enter!

If you applied for a self-funded course before the competition, we can't allocate your +3 entries on the competition app. But we'll match entries with course applicants and allocate the additional +3 entries after the competition closes.",,76,10,13.16%,76,,1,1,1,0,,8,8,0,
12/12/2022 2:49 PM,1602284441229004801,Twitter,@Reply,Text,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1602284441229004801,"@vehiclespot_ng Hi, 

We are busy reviewing applications and applicants will get feedback before the end of December 2022.",,33,1,3.03%,33,,1,1,0,0,,0,0,0,
12/13/2022 12:48 PM,1602616341202145289,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1602616341202145289,"Meet Matt! 🧑‍🚀

Matt got his first job in #DataScience in 2020, after spending several years working in academia as a biological sciences lecturer.

Do you have any questions for him? Leave them in the comments below 💬

#ExploreAIAcademy #DataEngineer #DigitalSolutions https://t.co/e78rDRGFxo",https://twitter.com/explore_ai_acad/status/1602616341202145289/photo/1,268,22,8.21%,268,"1,693",5,5,1,0,,16,16,0,
12/15/2022 12:44 PM,1603340111290269696,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1603340111290269696,"Unsupervised machine learning explained 💻

Unsupervised learning is a branch of machine learning in which computers learn to find patterns and a structure in large datasets without human guidance.

#ExploreAIAcademy #MachineLearning 
#UnsupervisedLearning
#ClusterAnalysis https://t.co/ZuwsmWzhBf",https://twitter.com/explore_ai_acad/status/1603340111290269696/photo/1,201,16,7.96%,201,"1,704",1,1,0,0,,15,15,0,
12/16/2022 1:06 PM,1603708035536502785,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1603708035536502785,"Thanks to Sony’s AI system that analyses a player's unique style, gamers are able to play like never before 🎮

#ExploreAIAcademy
#DataScience
#DataDaily #Sony
#AI #Gaming https://t.co/kK0XXBmVBF",https://twitter.com/explore_ai_acad/status/1603708035536502785/photo/1,419,23,5.49%,419,"9,803",7,7,1,3,,12,12,0,
12/19/2022 5:30 PM,1604861680487436288,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1604861680487436288,"Data science in travel ✈️

Did you know that data science is used to optimise the tourism industry and keep travellers safe?

Where will you be travelling to this holiday season? 🗺️ 

#ExploreAIAcademy #DataScience #DataEngineering
#Travel https://t.co/NsOS3nuiPs",https://twitter.com/explore_ai_acad/status/1604861680487436288/photo/1,432,19,4.40%,432,"4,775",6,6,0,3,,10,10,0,
12/20/2022 3:50 PM,1605198862846726144,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1605198862846726144,"We love hearing from our Explorers 🧑‍🚀

We are really proud of all your hard work, Yinka.

#ExploreAIAcademy #DataScience #DataEngineering #ExploreGraduate https://t.co/zx0JxJfHNt",https://twitter.com/explore_ai_acad/status/1605198862846726144/photo/1,515,22,4.27%,515,"2,113",6,6,0,1,,15,15,0,
12/22/2022 12:26 PM,1605872295494426627,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1605872295494426627,"We love seeing our Explorers excel 🚀 

Thank you for sharing your journey with us, Kolawole.

#ExploreAIAcademy #DataScientist #DataEngineering
#StudentPlacement https://t.co/KRqARLS9ai",https://twitter.com/explore_ai_acad/status/1605872295494426627/photo/1,325,14,4.31%,325,"1,720",5,5,0,0,,9,9,0,
12/26/2022 2:06 PM,1607347013875548160,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1607347013875548160,"Thoughts from Explorers 🧑‍🚀

We are as proud as you are, Mwenda.

#ExploreAIAcademy #DataScience #DataEngineering https://t.co/qCuBP5lB12",https://twitter.com/explore_ai_acad/status/1607347013875548160/photo/1,530,23,4.34%,530,"1,734",6,6,0,0,,17,17,0,
1/3/2023 6:39 PM,1610314820410118151,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1610314820410118151,"We love hearing from our Explorers! 🧑‍🚀

Thank you for sharing your journey with us, Clara.

#ExploreAIAcademy #DataScience #DataEngineering #ExploreAIGraduate
#Testimonials
#SuccessStories https://t.co/Ka0BRe5n0K",https://twitter.com/explore_ai_acad/status/1610314820410118151/photo/1,334,12,3.59%,334,"1,757",1,1,0,0,,11,11,0,
1/4/2023 3:36 PM,1610631132625752065,Twitter,Tweet,Link,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1610631132625752065,"Expert Explorers 🧑‍💻

In this Masterclass, Damien shares tips and suggestions on how to sell your product.

Click the link below to learn more.
https://t.co/PNDavQLj2Y

#ExploreAIAcademy #ExploreAI #Masterclass
#ProfessionalDevelopment
#SoftSkills
#Presenting",https://bit.ly/3Z48Gbs,287,6,2.09%,287,"1,763",0,0,0,0,1,5,6,0,
1/5/2023 12:44 PM,1610950255910043650,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1610950255910043650,"Is AI replacing tech jobs? 🤖

AI and automation are not replacing jobs, but rather making tasks easier and more efficient. This allows people to focus on more creative and complex work.

#ExploreAIAcademy
#ArtificialIntelligence
#TechMyths
#Automation
#TechIndustry
#FutureOfWork https://t.co/C3Z5ti4hvw",https://twitter.com/explore_ai_acad/status/1610950255910043650/photo/1,298,4,1.34%,298,"1,765",1,1,0,0,,3,3,0,
1/9/2023 11:53 AM,1612387005068972034,Twitter,@Reply,Text,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1612387005068972034,"@mphoee19 Hi Mpho,

Our ExploreAI Academy team has been out of office for the holidays, but are back and ready to assist wherever we can 🚀

Let us know if you still need help or if you have received the results of your application.",,29,0,0%,29,,0,0,0,0,,0,0,0,
1/9/2023 5:48 PM,1612476392767201281,Twitter,@Reply,Text,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1612476392767201281,"@mphoee19 Hi Mpho,

Our ExploreAI Academy team has been out of office for the holidays, but are back and ready to assist wherever we can 🚀

Let us know if you still need help or if you have received the results of your application.",,28,2,7.14%,28,,0,0,0,0,,2,2,0,
1/10/2023 12:30 PM,1612758684567756800,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1612758684567756800,"Why do we use data modelling? 💻 

Data modelling helps us understand how data are organised. It is an effective tool for analysing and working with large amounts of data.

#ExploreAIAcademy #DataScience #DataEngineering
#DataModelling
#DataAnalysis https://t.co/gj7On9eUZC",https://twitter.com/explore_ai_acad/status/1612758684567756800/photo/1,532,25,4.70%,532,"2,498",9,9,0,1,,14,14,1,
1/11/2023 3:34 PM,1613167365683920896,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1613167365683920896,"Meet Jade! 🧑‍🚀

Jade's years of experience in management, starting a business, and passion for technology and human resources make her an excellent placement administrator.

Leave any questions for Jade in the comments below 💬

#ExploreAIAcademy #DataScience
#JobPlacement https://t.co/sCPgDkKzu8",https://twitter.com/explore_ai_acad/status/1613167365683920896/photo/1,324,13,4.01%,324,"1,795",0,0,0,0,,13,13,0,
1/12/2023 7:29 PM,1613588893261074471,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1613588893261074471,"Congratulations to our giveaway winners!

We wish you the very best for the year ahead! 💪

#ExploreAIAcademy
 #DataScience
 #DataEngineering
 #Education
 #GiveAway
 #Competition https://t.co/z1vATea1uO",https://twitter.com/explore_ai_acad/status/1613588893261074471/photo/1,504,18,3.57%,504,"1,808",5,5,0,1,,12,12,0,
1/13/2023 11:48 AM,1613835265314852867,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1613835265314852867,"Last chance to apply⏰

Applications for our self-funded #DataScience and #DataEngineering courses close on January 15, 2023.

Follow the link to learn more about our flexible payment options.
https://t.co/SVTXomD8F6

#TuitionOptions #PayAsYouLearn #StudyOnline #CareerDevelopment https://t.co/CURZztfrHi","https://bit.ly/3vXt7cP, https://twitter.com/explore_ai_acad/status/1613835265314852867/photo/1",519,68,13.10%,519,"3,312",4,4,1,1,13,49,62,0,
